,speechiness,tempo
7B1QliUMZv7gSTUGAfMRRD,0.0297,159.929
6agmW4sFkZfrq5wMzyQM8k,0.0342,90.039
4gagAUImbNWYowf4TKgKnB,0.0296,165.471
48lVRQ3n7dhywpL7h5gcno,0.0439,146.042
4HZ4jOG7Rdzxpk1dDJBEot,0.0416,94.014
6ndmKwWqMozN2tcZqzCX4K,0.0911,84.858
50YkjdTiwxXvUpXvW0Wv90,0.295,140.004
0B2RttXEiyXsMeQ7mMP3EI,0.124,110.125
0FRoVng8IZZoS0ATxIgvuH,0.035,115.281
3CJetu1ZfOwF2flRGXEhvH,0.0382,90.967
6jRcSR1kOPWJYisvkFfjUV,0.0423,152.13
47WsRr0VaC44GSSCVgqDVQ,0.0481,119.344
20Xwgtz25c8XBV46z1GYs4,0.0415,145.997
76NHoWRJrfjx0rtF6OZRsM,0.0387,114.019
4n3jSmGb5UZCmyHrm2XCKE,0.0742,86.182
3wu9ADop1FXdhToPCxwBL8,0.081,59.989
2Mw9Gy6HIPAOWmgTt87riK,0.0383,67.229
7CXyyy21momlyLF3Bfwn6P,0.0541,94.994
2TSUqWz3F1h08y8jeXcqTC,0.0367,179.628
0Pbzf17wfZQyX8JL0PDcxa,0.0583,80.519
6wO9OBfMj0PuB3Jb1KiwWF,0.0416,65.566
7kwIdBky4Q83KdJfaHE1xx,0.0342,135.018
27eyHqswXl4HtWTqQnqKfG,0.0588,104.981
20s34XSPIiYMGSFDRSs24t,0.0635,149.968
0vGX6oLISwy0mi2JM2RH0E,0.0303,80.755
0IEHa6zoxOfQx7jDpcYQ1l,0.0292,179.832
2hdeWwimsgRKi31asS3poR,0.037,91.977
3aHqs6SCMoNQ1GtPCG6mwP,0.164,103.7
1VpyAg7oy1b2lQ5l1aK4B8,0.0364,137.723
2FZuUP0YFFISIgePvqCj93,0.0374,114.389
6baeAT0jVAxvnLn8rIN50X,0.124,99.016
5vuMtXS5kQ7F0o9V9rG1dG,0.0401,88.865
1j6vAe8yUDljc48u3CgaEY,0.053,98.003
19OoSn4Z8l1e1g9nyl06iN,0.0509,129.979
6FF3opetp8Nwbh7Rpz9Oxo,0.0357,115.508
71vcffc4Yfz0pt9AbaL386,0.0355,126.618
5sO4zkl77h4VVumJKFQafI,0.0314,178.825
1lNRVjK8MukRZpeurYssIx,0.0298,109.447
6aQq9IC5749DQOj6I7rhNM,0.0332,125.958
3sFCrYlKCEnrTRfXEafPai,0.0882,121.823
4k08Rq5bTCNS1Ca7NaZ5xP,0.156,121.555
6qcBjsxbNHDtO1fWIDe48i,0.0365,101.032
7AqISujIaWcY3h5zrOqt5v,0.0649,127.39
4EStE3fDM6vGbIuF9lI3vT,0.0497,124.958
0hRP3GmaZ41ikTSgSZFgun,0.0607,143.983
2mKouqwAIdQnMP43zxR89r,0.0598,93.955
4qVW48hAXsfcSqTsbQr89Q,0.288,92.6
6tunhVGD8C05MZNjSVIsjw,0.0271,116.61
4ICj0WxwSsiIK9ODm8QGuc,0.12,109.296
6L7CjMm9gJNn8Ze62bRk3g,0.0274,122.382
3LwP2XFecUVTxpn9QcPPrI,0.0285,105.104
7rTnBNV9MXeDf7OgGVERi2,0.0988,116.056
4OyzSXRSadNQt5EMwASdap,0.0625,173.85
5hnXlo7Q2yBnZB64pOKAQY,0.327,129.35
3fpTMuD1u3gJlVI4FadVHs,0.457,87.194
7rXXzarGvL8g1cRTAgAZ9l,0.0377,137.799
67UOyfV6E4U4Dv34oIawfX,0.0469,126.704
7geNPhZYRpQ1R7YV1R2VGm,0.0345,160.018
6FxbwB6o1MKOy0dHvxNr2W,0.0276,80.128
037pD2TFLLXo9CA4shqfj7,0.039,122.067
5xdFitc41cUXrRtR5dzwg5,0.0267,101.982
5hMdBOrMTXANOehbY6TMVu,0.209,74.459
6QicTxeiSaRkPnkGDUvYOs,0.0745,103.009
7DqTaelFf846rl1CHmyfOW,0.0345,83.222
4raUe9c8X1PYDhMnbjssS3,0.0729,128.005
4sENG1e04yCPlmIhT1CL9b,0.0361,130.013
4xrBjUq18fvXK68DJEi5XM,0.0595,87.611
3jJ5NJ3aNWvV70Rd7hgZIH,0.0249,84.969
0tNuJpBgtE65diL6Q8Q7fI,0.158,80.476
7l7cGDkqF1t2ode8anm7lR,0.0386,109.965
3EmmCZoqpWOTY1g2GBwJoR,0.0824,114.991
6VKP3Aru2I3OXMQX2yaMWX,0.0814,182.941
28eg5bkYvIHT7HPmzZFwLN,0.0416,85.362
5dWfl2PBpKHpBVdz95wxK1,0.0444,100.215
0ct6r3EGTcMLPtrXHDvVjc,0.0433,125.983
2NvXCxgqZm8o6CgfUVMbYO,0.102,131.981
3Ng0vO643VBZ5v2vn0vIAU,0.0485,132.44
5xl5582IihbEZAnfj0xyso,0.0624,95.862
3UI9I3e1g1y5T3SMfdgfGO,0.0367,120.025
5eU8qMd0TpaLqTGDZJaLDs,0.0689,109.03
3f1o0oNItlKW2ytABYWKtk,0.165,115.391
4w7yrP4RAeeyhfG9nJqQvS,0.0628,97.972
1Ufa5eNwRQeumT1HLuRWaW,0.0432,128.002
7l7lovoQNZncQQm6waf491,0.0377,168.216
00yQl6VP2oHUqnrhAXEKoW,0.0561,119.308
4u4Kb4W5mWtn9oz4A7SKK6,0.188,97.901
0PXH84vcGY9no7JP9XiUG8,0.0345,151.278
5vEL3EpvP50ynXJqLon8yv,0.0257,97.794
3kIMF9JlABZJrxC0eA0757,0.0365,130.835
3DwzYRgOgojl0EcdOaJLYr,0.034,136.757
4Hsq7s0JwCN69wWsULLrLP,0.0335,140.197
1ThdZzM4DCcNIRf9EyBMg5,0.0325,157.166
2dwiuL5NFb1axTs4m6qVLt,0.04,111.508
6AFFnoPg3Qexmx1KZ6UWvx,0.0374,51.929
1D7RHL8KWWOyPl5X7cElsw,0.03,120.037
6TlRNJaezOdzdECnQeRuMM,0.0504,127.901
71umcNuUm2Edj0dTmTh2WU,0.0405,86.946
4tivw0vYNflvw3YlAWx6Jp,0.253,180.014
0LlxZrQx7Ji0086Dj8rb4e,0.0306,82.005
7FIcV2kEiO2mvvMbxU5Jkn,0.0579,118.871
1wrDiQlpZfkbNh098qsgIy,0.0424,112.009
6jBUP2KCe821yqf1hiBqPR,0.029,111.91
6fxVffaTuwjgEk5h9QyRjy,0.0476,107.989
3oAWTk92mZBxKBOKf8mR5v,0.0554,156.351
1kRlt3v0NI6OLhyMkZZAee,0.035,72.374
72cUmR6FQM88jNZRYOs3Dw,0.0332,136.906
6canmpFnLHVUzvVWAodifz,0.0437,138.042
6kIh5c8x8vzOe6OKW1X59U,0.55,140.269
6R6ihJhRbgu7JxJKIbW57w,0.282,139.886
638fKB27P7UAmu3Aq0vEJ3,0.0418,96.058
3stuliHpnexsTj6uXFJ5iI,0.0267,135.97
0QSB7izh1Y0S7fgrI8I2gK,0.0287,75.579
1jIA9hw5aShZq7fg63uiIL,0.0238,93.904
61IBpJ6TymrEwd7bz3oPNp,0.0371,109.251
10ps1I1sIMRNZW11eceN7W,0.0308,90.038
6stp2jmcYmixSqA7PqomgJ,0.177,160.12
39pC3mxCuMaQhKEQ9wodpi,0.055,149.852
61LtVmmkGr8P9I2tSPvdpf,0.141,85.013
3PuNZlsLNLs1mHqG7WrBLf,0.0321,163.289
2NfJPTMGkdHr54R6vUnU2L,0.045,108.519
0Kfzr9GIn3CxM3WbPLQdHW,0.0321,140.056
4DZEUuCN9OJDMvCweDmN8i,0.0361,144.168
4ZSo1cEFhyqaHMBGRxQl3i,0.0482,96.005
5sv4LTz8qayQYnXlzaxg2x,0.129,134.897
15Xg6XiDSrehKfy33CR5UW,0.0886,131.994
64gxE7cT3zyvtApCGyZQjL,0.12,96.002
3VBqIpJOTtauueKPLl20wn,0.035,126.133
75N0xuUmZEOgXqB0OIcq59,0.0486,180.311
496MA7l7OJ0oQtfSKHqvXH,0.0351,84.679
0qlAsHgcSXHw66XjBVrzli,0.0526,125.949
3YEzLUmmGFEiLBGNeAeqDs,0.0382,94.863
2NOaohqdaA2xF9yGxaPjvt,0.037,147.152
0H9k5RFDiHzL0WTPBk7Xz8,0.0377,119.943
1sFv3iuZdBeY1jzclqWawE,0.306,144.023
3xdc8Ee0HPNG0aondBjEoT,0.0321,144.93
1EFddFVisHbqCHah6oBlhD,0.0309,132.918
2Ot66SJG8YNYqg45lNIK4S,0.268,90.114
1azvKxDb5Vkph2KR7aq1Cx,0.131,169.98
4vhKRjmiboAhfunCabpXap,0.0316,83.97
3d2aDshX0T1IYXIqA4GguZ,0.0507,80.009
6I4GTnnIWeGWfMdRJLpqhh,0.0478,75.214
0gWVilx5PbHEf0zrpp1TmQ,0.0375,135.084
0tKcYR2II1VCQWT79i5NrW,0.0479,167.88
66bwkyUIx4eYDC2SMXeYF6,0.395,180.013
6DwnAl6l63e83dDgIzY8P4,0.0399,76.273
48UObczRoNQ76z6mK1d2Wd,0.219,100.707
3ApIYu95WxjzpQCnsLBbrv,0.0974,83.919
2y4lAQpi5VTNLu2ldeTdUH,0.0334,80.003
7kgZrnx13V4N2uN4t0LwFw,0.0379,64.12
6LnmAegLvTeiX5ZdQp75R8,0,0
0qjondkfkYWJCP2wpSVs6Q,0.0251,88.065
0qvCuc6fifzBd1wwsXedeC,0.0535,81.579
23SryQFx36SXmuAj7tXxec,0.113,140.064
2RxydZhkL5zJv8aXMHJknf,0.0568,122.972
5jaOa7ybiQjBdhoouGuNjH,0.192,188.858
4pc01CAhGKx15PY23uPjHp,0.592,173.695
0dKLHSqcu9vuFgnb0O8rff,0.198,92.081
57HTHnbsK9SaWdBRj2CmzT,0.0278,100.05
57laKLECmh8J3TvFfJxT2g,0.0523,128.042
2QKh6t4JnWeTnzQpkNXhzW,0.0568,128.164
1BGeARBsKpOjeNACiu6ZSZ,0.0458,112.074
1P3JfNdQLDlQUFmo0r5QyK,0.0309,66.595
2pTMzMFnEtE4D0U4IcYSSX,0.0263,109.874
6yxobkt0REH26qbM4n9eDC,0.0438,98.272
6bNYtDM3Sd7yGvQxUS4OHi,0.125,102.409
776JWgzwNZsCnnRD2pnDmh,0.0326,114.999
5jjA4fumbxJ6fJO5fLdPco,0.0505,127.001
0czdADBon4LcHtIwiJA6g0,0.0354,99.098
7r0Wirvj3lK3jK0I8UtRoB,0.0322,116.004
3LQPTJEqOfljGBxmpgUnoC,0.0516,92.697
1twTatZXHgJwZEhKl41uBj,0.165,121.982
5xIJIJTu3WHdyP6po2sYaj,0.0271,98.657
1b8Zlu3aMVxEbyeospYPrK,0.0335,124.864
358bOvBiZCS9fRzNYosw6c,0.145,132.035
4QNG4X8Kph67GRGZC5TnAu,0.0733,97.566
7rFNEs5y5XgMU9dZzHewUA,0.496,153.883
19CmuECYssqkPWANF4nLWM,0.105,99.276
00iCRJ7pk3onHablkLyVH1,0.139,124.036
05Hkho05JEQwjsK2UrdhFU,0.0654,97.971
6iYDPqEWXYW0LV8ne4xwjR,0.0713,177.99
054oZtOkQztuU2mVTgeUtY,0.0413,85.486
5qhRrkJLya9n3Bspmdh2c6,0.0546,107.043
05LTrpC9z6YpTPmaeGC9kQ,0.0377,139.957
2INqEk4ko5AsGVLBsiKiQe,0.136,122.991
0Dc7J9VPV4eOInoxUiZrsL,0.0997,98.052
5b88tNINg4Q4nrRbrCXUmg,0.183,160.019
2dMjy70ufAcxK2ib7pEW4n,0.0482,127.999
6v3PrrpKQaXfQior1K7Zi2,0.0434,139.96
4IJ7ZoJ8z8cAIbqYShF3ZZ,0.39,79.95
5KG2ahk1cONbHvg3dBdTbx,0.0303,168.984
4ibzxSKw3a6rtIorruN5GO,0.0301,152.029
53pBFnEZ5zVNnwKc2HviB3,0.112,67.495
4P5KoWXOxwuobLmHXLMobV,0.0388,120.125
5H0lDi9fltD8t8z6IFT34M,0.178,112.026
4pdLyulbYLCrPmDzWWeJIZ,0.0325,148.468
71u57VGHzufQ6pMpkrE7nm,0.146,112.038
0XRbYXQUymj9SJkrr8YK5B,0.425,172.329
7qOBjxnF5qUfXc77zUaDFI,0.464,95.019
4ma4xtOoLiY997gXgXrCSB,0.0609,76.951
6cNpK2Cq5yeYeqQYEW1P8G,0.12,85.035
7wyy37b8qW78QNARxvgruj,0.0693,142.021
1HrwFHN2v1syuZNR6wF18j,0.0319,102.803
2XK0gPB8oQImEWZDP7ydSs,0.356,135.077
78O8CIzX5ZMuJh39fQOR3i,0.037,144.624
3RBHMSaZbLH9lZ2n3SUexb,0.0829,132.097
50TsMGCqBP9cE59mnYdzWv,0.0284,112.973
5Net7uzpcqkJtOwR22onye,0.0481,102.983
6g1SUNrl6Ocj982fBTbYnW,0.253,153.057
2KtGuSoEszAKKjF7Yovhcg,0.0574,155.947
4sJgJzUf3ak55g4saTTXOy,0.0789,140.11
1mnPNAxWN8MvWYsjHWpnnc,0.0405,118.028
4qknM1pQz53QOyfDVTjcM9,0.105,103.71
1WUmwcfpl8FPNwDEhqMQCJ,0.0515,106.139
6kMq92FFhi7q72hg2o3Zre,0.111,171.448
62XpttqUaPz48pX2rGUzhi,0.0547,126.749
6yHkPtl6UQ7RjtJLBPzbJw,0.0741,95.746
2zOs2Dck8ilE2DqpjZVdD2,0.0297,126.061
1hatqyZA0qKVwI14d0wfId,0.0832,140.037
03sHGNgxlmsNQfq0cZ3BE2,0.385,120.012
5qbabyunovjoQbeYgpHAF7,0.0323,99.448
5gENVZBJVfULTzAYhJTtH6,0.0374,101.982
6875MeXyCW0wLyT72Eetmo,0.102,99.852
7fex2V7RzWl9nCKyILjibB,0.0559,173.73
26RZ9IiS43wy5oMQoAys0o,0.114,94.95
1w2b7yH3BlYMzDGN3QNQra,0.0664,169.928
4oyWrvyORD6uCSYCLSRF6W,0.0478,97.479
5BUD7ROiES4DBoY6z4yZPs,0.0389,123.3
2tIoKW7EXq9V10Kfg9zrDv,0.181,80.021
3TVWi92dWPMVcKpXvX32UX,0.323,86.526
13OltlT8d7zI1f1nWdEgBf,0.0844,120.12
0htvtsYjkXsOHsZD2e0Mdq,0.0576,115.833
5mZJwWdxAOR4xUvSGZvvMU,0.251,128.429
4UtNsZ5EHhkP0j5FwJbk1S,0.0366,119.859
39Ni4ManwZGs46fXh5qPfu,0.189,128.029
42LQIn3Hk1vPrZ7guV4ntI,0.0613,162.957
17oRGeekzqyhSqXWoCjVNp,0.0458,87.025
3QV7NYkrmV0Q0IHdFJw9hO,0.0382,122.07
3yfBq40ZhwQWs9xcdQMcmY,0.0482,106.06
7dbqpLnsRyRytiKbpIItMl,0.0406,114.259
3Khc2XyEiu09xnCiB6jWUc,0.0921,122.002
6n1zT8W5EaIYvWIT2DyROL,0.0523,91.725
2zFdsAIk9r2Mi7Lmm1w3sM,0.0345,175.263
2I3D1f3jdWVojq4RK2Eqa3,0.0312,112.153
4xiyq1iRdsxuU1BPUJ490Z,0.116,185.075
15xNv1IPTf8fnIXkguH74p,0.103,135.96
2256UUbtBrQJSrbzYpDviT,0.044,111.097
4l34rbUYqKWufYEWriVnB5,0.045,89.97
3aVyHFxRkf8lSjhWdJ68AW,0.0276,136.98
2Na0z2gfN67Rzf0vp74Wi3,0.376,89.837
6qx90ZvCLa8s0UPm86DbOb,0.031,135.561
2JR7RCUN6pZIoyNzaqxdUa,0.0339,84.362
3kCNLcSSrtevQDAQfaWcTO,0.0332,175.891
2QDx0OJsKHrrjkHbfyP3pv,0.0305,139.796
2ybT2tUk0uqrjFE3ppf0et,0.0459,130.996
39Y7nKwnEoMSfzbSVcAL0J,0.424,130.393
0NEHrM1h3J5F7Livm6v1Ir,0.0392,62.303
2YNTdxrhOvKX1gZgf4NrMy,0.0445,97.491
4ljwHVxOaRTuPJe5qtriKr,0.0558,105.94
1mFIiPjGUudqmMDgjH8QOO,0.0556,135.974
4wFzDwH40XrQL067ETa9wy,0.103,90.078
3TRqfu8dYQ1B9zuZQBRjsU,0.659,84.784
42i1pGtSyPVXNX71oW8dyg,0.0252,104.996
1YDHv7YbbTckWbDTf1BD1k,0.0603,144.848
6ZrmBFB5pi8JADPB4E0DgM,0.0296,116.005
722atzuqhiwDCdhwqTdiDA,0.064,117.865
4CwpuCZcK6Vym6BZd8Pgfe,0.0573,95.364
3r62cyOdOU0KJJMcliz5xZ,0.0501,119.967
4Qt5o43KerMzgh0PNPm6Q1,0.0276,133.08
7A5hSULESGbVMIG0F09TQD,0.0384,156.089
7FtRmRGR4cVwAPfVD4Xx0n,0.0338,186.211
36WNQJFVjYhDRZ6vJhYXEh,0.0888,130.005
7BSiSsmT0wj3lexy8bgydw,0.15,95.574
3n5iUh2Z6P7cnWins22W0F,0.0285,75.798
5g3SFDsHxJoTK4vq7cwETP,0.0633,131.18
0KgbwF3wEBvPWPwwTLo9iR,0.0537,139.94
0TAGV555YbEZejIF820B7J,0.0373,112.385
7hMqz88kcK2Tx6wBka9INF,0.146,145.99
15fZHvjZXoAILTvmt4EXIk,0.0288,74.824
28eTONaWJyd0Jbnkb7xaDO,0.0426,113.965
4XTl02cmvjPPoQcCDwINvy,0.228,102.52
1DFPibRb9RU3yfM3wOLdDT,0.0721,73.08
5fSDXbY8o9pA3TKwAbfwML,0.0355,103.033
1wz4DTFlUhBFmGJLk5r1o8,0.0318,137.817
0xPiZIWqnVwSdezqWFYPct,0.0574,160.127
1sYSP7gKa5kdKIfhANfori,0.0338,81.019
7HVXADgT97OT4QTI54QDuu,0.0638,131.982
21XsBxsHuD8Ijk1mvR9bIb,0.0393,83.994
5fKsX6Ff9Z0NUivWoX7M5J,0.0282,88.893
1vxw6aYJls2oq3gW0DujAo,0.0336,111.97
1y27vgGG2Qy2MGpXfosr40,0.0437,102.006
1JvF1A4iFynnOyvb8WKl6v,0.0452,99.965
2booosJh8G4n1qF0XSfF0d,0.0457,125.997
264bH2jUIFmlclwJfpmEk9,0.0355,116.854
2ACOWPLUe4A4KuQ5ioD2od,0.121,202.049
4WIAqrG0Nn1odYx7bZWJNj,0.0433,95.014
4mT5mVFaU7trA3UdbGqfB9,0.109,83.786
69QHm3pustz01CJRwdo20z,0.0475,106.767
2HcXLdZxCmtGuMfQ3A8bhk,0.0334,119.989
6cAldqwmbUwpM8D17FWtPL,0.316,90.984
0FnscCdhOOin94zzmifJ3L,0.367,127.921
1yInsvKbKrDHP59jQRhjKP,0.0798,127.987
5dFWsG5WERCCq9MOoUpR1s,0.0612,162.074
55URYg0ukrhvV7gMRzOnbb,0.037,168.079
3G9RQLOSjsXVUDyQSv2PQR,0.0261,132.31
5GRceLsNKTM4qBx6u7e3L0,0.0276,116.964
2MAstBGsIzDt7DtTzLhf4L,0.0427,109.145
5BgnPaqCgFkm1W17NvVZiQ,0.0275,83.839
2L4Ry1BwplQCentVxu27MJ,0.0338,151.996
5jtszjK1uhXNyBN1efqP2O,0.0759,128.006
5c3nsZDkyuV30YYzQfw1ZG,0.029,88.717
6OnS0xygrZT780xxCzJqyY,0.0453,103.531
2AILbz83cBnrAMAG06rZts,0.0379,80.707
02uv1Nasfgcz7sgnndUSY8,0.0587,119.992
1Y373MqadDRtclJNdnUXVc,0.0708,163.071
4brX8MJs5hxErgq48f9REO,0.139,134.01
7lsHm837GKkvkCyDfy0PIi,0.0489,125.076
78W8wiUIlQ2SnWY9TVowKZ,0.0644,125.96
2EwyZMV705oZhi9MCKVsnj,0.0482,120.05
3QZ7uX97s82HFYSmQUAN1D,0.0374,87.559
7DfpAZwKJPLraEe0FIAtoj,0.158,114.762
5Y78yINSOCW6xbOfGWNBg4,0.347,102.017
3qrH2YFnbEiQeUe4wzgOuP,0.0309,115.483
25khomWgBVamSdKw7hzm3l,0.0798,135.553
0RiW6UAHvVbYVEp4Kvxbwj,0.0389,92.983
2xSJiMxoZ9eiqsWhfrdYjs,0.0315,204.001
2ULNeSomDxVNmdDy8VxEBU,0.0378,104.007
7JeHDFvVl3idIVMvZYab5X,0.111,100.091
1BB9hv4471pPlNqOAnDglV,0.047,113.237
7wuiaHqdjfNtNRjaU1tBpv,0.0314,122.409
6bGac1gBHs7kUKihrudMzq,0.0792,144.048
1oVKSN4pRv2qiYxEeDd2Ln,0.03,89.987
2LODsyU4f2CzIK6DI2wQAb,0.0371,124.849
6kRctUEvX9wU9Jp2rMrXgr,0.0475,118.016
5lLyaFsXQ2GASksFhGA9It,0.0798,185.23
1gwwNLcYQRnzvkBhwDjUX3,0.0488,109.982
2pqYWzZ2MUbuZeNQ6wopp4,0.0412,127.93
6tKEKKx2FV8CLjqNSWXE1F,0.0322,88.968
3bPlNGqbvkYtYjiMPHlKpX,0.0365,79.981
4WC72P8F0CnYmqoPYQ7JDD,0.337,85.082
77lqbary6vt1DSc1MBN6sx,0.0342,122.006
6DHeZoi7ny8Ei7cyEDMMxm,0.0408,119.97
6pymOcrCnMuCWdgGVTvUgP,0.0455,134.91
6HiCuhOMT1Z4HAWfpu64kR,0.0331,122.45
26F51CgKdPRkO8p3MrH2mB,0.0324,130.07
1lmPvx3gneaTHjDPnYrlQP,0.0292,173.953
48KXO9gBcRTrzWVQx1ET3r,0.0653,197.14
0qe9SYZsYpO9UdrwtBHGgY,0.174,127.743
2RUuKIHFHjk41E7YsJ9HNP,0.0458,133.06
0k1UD7uf86qhxa9WkqJoCS,0.265,101.789
6A8RU6xfEqn1tAXOgmubZM,0.0762,65.711
3Pu3IChaAoa5EjgUBv5F6x,0.0598,108.381
7yauACZG3UPOYKwyWFnQkB,0.0379,144.919
4Hk5IglTI5n1Mkw1MTwi06,0.103,135.925
2m6knc5tEfzVYwGY6GlCPm,0.211,83.892
6kPQAoIrq7wcUvbRHS3IxV,0.0576,115.072
6PbtTwGUPPbnT7nRTA1gS3,0.0879,154.118
1FLxW6LI6PZK8InYyYFULw,0.0357,122.344
19F8SL0eDcQDfvJHMil00f,0.0357,143.774
7HqBWed6mCYCNItqnQgQMO,0.0499,139.98
3Y96xd4Ce0J47dcalLrEC8,0.0429,100.059
0hKRSZhUGEhKU6aNSPBACZ,0.0675,163.219
7y0ZB9dSu73TQOnr44j5l2,0.0621,120.435
1dF2rAqckKsi5DJqil4KGT,0.0362,73.597
5zwwXMjE6OrqfVpYGnA9RW,0.115,161.96
2mUUSEtQVHL1mMuYsxTPoq,0.0322,149.647
1TuA1EoNVYYkByrjcEIOK4,0.111,143.886
3w7vKIxebCxDgmK8DTYnGN,0.038,175.955
06JxwPA4WAg0LWADJtaldL,0.0926,128.475
3h1jNdqSjjT4UkcNxP0yhw,0.0603,124.013
4ZIJ6EM9Qvl4u4cwSRNH5l,0.0543,100.998
1KaEKgvZDEksErDGNE0SIG,0.102,135.957
42qRkSY47AqYbOV9OqPyV2,0.0261,94.755
08GujSR7BcjakZUzX0R0nl,0.0508,75.029
3XVBdLihbNbxUwZosxcGuJ,0.106,118.402
6uzuW7L1t1UhnzbfXwtMtQ,0.0677,145.881
15ea10YpJIl3mJq75yzqsD,0.0481,165.635
3jnlIzHlucUGFkyHpbYnGh,0.273,183.901
0NKOt7KWl83GLMBK5cUNrS,0.0744,84.977
2I0Tnc5117Vkdk78M7vrrf,0.03,109.936
4XGW2rdCAv1fubAhQIbbi9,0.0297,86.733
4wreHWQnFC0zhJ4Xtlj3hA,0.119,172.037
40IQooNkPRVtn4zlE3ZFpA,0.504,126.982
58r4JuwHhXLAkttkaUZfLw,0.0335,114.657
01CJDcOSteNT93CgfgsajY,0.12,75.682
528kEbmXBOuMbxdn7YQAXx,0.0326,160.026
5DmGr4kMnpQzSwdWVgnIXu,0.202,79.033
67UXWcsm9BpB2zegegHcsn,0.282,157.244
2qvW3RHfpibyCCMzLWgtyR,0.0274,127.998
5gYTi2aaycwHSAEFz9JMZe,0.0279,114.984
51LRpzU0nWi6RW28p8GMRc,0.03,115.956
7idc5MMk4wtRRzqzCTcm0q,0.318,75.595
7eSkc0SyUyHH6qK3vf2PV5,0.0959,100.01
6GThlJMipYoArMwCVsuQYD,0.0388,104.994
4E1R0vG10ed0wDhjn09kTG,0.367,99.731
3FWR4iiUUPHIK7OpiEgh8J,0.29,81.076
6RtPijgfPKROxEzTHNRiDp,0.0381,144.033
7seTcUFOhn5caSDbiSfsp0,0.0326,139.982
71JLmZVRtBbRSM3nFfDNKK,0.0447,147.132
6SwRhMLwNqEi6alNPVG00n,0.0573,110.684
2HVn0aVvaG0dCeHtSKJ1tR,0.0405,102.408
0prR8J5ZG73jzlSQKYVJOH,0.599,174.652
1i1ormxOzt2DVaCvE35er2,0.0358,83.526
6NSJOIyKYcRZh28Kf0URTw,0.0263,81.008
1tBu276JoMhivxhGEYZXhX,0.0449,90.221
0OiKBg5P9f3y5URy9imWIw,0.268,137.035
0aN8Fd7iQNdxDNgXZckbdo,0.0358,58.478
3tpa0xZodDk9jmEKiio1Jb,0.0283,89.933
0Z9FRM5zukGVagh8TVSdrI,0.0626,74.033
1KkwByi6c9dFFmUTcgMODw,0.0525,108.515
3f9DeMtU3Sifmf5dqs2Ava,0.0568,144.893
4H4DHd5lZDcf4Hg2o7132U,0.0403,91.533
53u7UIrNk5VFZQSe7mSFEC,0.0321,120.023
0Yn53RedJ4lpKbcSQf2WNE,0.0278,60.69
1qYGUwY69b8bmY7SlF1mFX,0.0492,125.005
4OTh5C0EZpYAh44k02eSJN,0.0437,152.276
1qAPA8TooLVEqAZ58fhcrt,0.0694,124.882
2KI7emRST7OVdRpl6hmn5p,0.0351,113.107
2dgFqylK6gyILa4HY65u0y,0.0913,78.043
4QRWA5UqYU1st9aO0UfxOj,0.235,75.986
7jRoWfRlLnGYEIEn4t4kbq,0.345,90.952
2oYjBqFcNA07SUj62EkKpY,0.0722,113.392
4A0Vru4hQoBenDK5yPJp9A,0.0896,104.935
4XCO0grEO6g8Vi7fmcInZA,0.033,136.839
3lLAPCfgQd0qtzArUAesyD,0.0559,98.016
4Zz7qwjSgxs9sRnOP2KjHb,0.301,99.068
1fBl642IhJOE5U319Gy2Go,0.0449,148.039
34yLGlEPes6ffMmHOF5Y6b,0.0903,132.043
7xhvLWC0ruHn6UlDofoEFN,0.0296,78.303
3fwPft5rwZHPhiRIaMZ2fD,0.0328,100.839
4q4hefWcEkJiJtRvuJealM,0.03,149.89
6OUJdL8jcNzL3zj8WQ6UDw,0.0715,100.022
0oTM6RLL3HEC1RDCe0bYsm,0.109,101.97
1TEZWG1FdjzDdercCguTwj,0.082,97.57
318AgoKVYc1BuX8XBthGtR,0.0321,103.862
0sGMca10ft9Yskpzgemb1m,0.181,126.214
7pqgMEKsDMOHUdFQ7n0N9K,0.0795,92.161
2cb076qjdgBcDmF38jmDXs,0.277,99.96
1udOt3Yj6j4ghxIBhFUeH2,0.153,80.017
2A9EgK89dWD1zzDqBAdNVX,0.0608,156.088
0eFUkTyGUYcjYazR3mmYWm,0.0646,120.207
4QQwRvxqWXHxWJ2nISO56T,0.305,144.986
1fxFvA2FWMO8PNAqplxoBz,0.0997,139.996
1B20QutZwNPRrlQ2tDKuOe,0.168,174.006
7gHJaZYdapleFeZbG5YuUz,0.0601,141.959
1u0MOgWF1bbylVxpJG2ZjB,0.145,142.042
3aZQQWGNShP6IzzaprPlFX,0.14,160.017
3DnG0TWnSc0fs6quO4sKXU,0.0338,161.995
60T2IIFflzLc241xUMv1VD,0.0344,79.982
423CYhwHXsytWYOOELiIit,0.0424,129.932
2UcZwy3th8IuhRZCFmEGA7,0.0533,176.73
4hlPMJPtAZuwiDvkTNcBmX,0.0289,166.104
1GKDJD8FAeeCGQIl8sCr7I,0.22,88.023
77cZtQsmGb6j9tmRu213Fp,0.0274,164.201
0W9VtTfqxIs0StJbigSA4H,0.484,146.016
3tJTzWkUdMLgPIPUzYIqBI,0.0567,172.171
2duTXvjuguZsBnAp6mtOr2,0.0487,90.024
4wZylaFgBTGMf3E1xzU49Y,0.075,169.884
1DrlLvlYd1FIjNavRm6NdX,0.153,89.821
